id,premise,conclusion,premises-FOL,conclusion-FOL,label
213,"There are no buildings in New Haven higher than 400 meters. 
All buildings managed by Yale Housing are in New Haven. 
All Manhattan skyscrapers are higher than 400 meters. 
All buildings owned by Bloomberg are in Manhattan. 
All buildings with the Bloomberg logo are buildings owned by Bloomberg. 
Tower A is neither a building in New Haven nor a skyscraper in Manhattan.
Tower B is a skyscraper building in Manhattan with a Bloomberg logo.",Tower A is not higher than 400 meters.,"∀x ((Buildings(x) ∧ In(x, newHaven)) → ¬HigherThan(x, num400))
∀x ((Buildings(x) ∧ ManagedBy(x, yaleHousing)) → In(x, newHaven))
∀x ((Buildings(x) ∧ Skyscraper(x) ∧ In(x, manhattan)) → HigherThan(x, num400))
∀x ((Buildings(x) ∧ OwnedBy(x, bloomberg)) → Skyscraper(x) ∧ In(x, manhattan))
∀x ((Buildings(x) ∧ HasLogo(x, bloomberg)) → OwnedBy(x, bloomberg))
Buildings(towerA) ∧ (¬InNewHaven(towerA)) ∧ (¬ManhattanSkyscraper(towerA))
Buildings(towerB) ∧ HasLogo(towerB, bloomberg) ∧ Skyscraper(towerB) ∧ In(towerB, manhattan)","-HigherThan(towerA,num400)",Uncertain
214,"No fish are birds.
An osprey is a bird.
A carp is a fish.
All goldfish are carp.
If Bubbles is either an osprey or a goldfish, then Bubbles is not also a fish.",Bubbles is an Osprey.,"∀x (Fish(x) → ¬Bird(x))
∀x (Osprey(x) → Bird(x))
∀x (Carp(x) → Fish(x))
∀x (Goldfish(x) → Carp(x))
Osprey(bubbles) ⊕ Goldfish(bubbles) → ¬Fish(bubbles)",Osprey(bubbles),Uncertain
215,"No fish are birds.
An osprey is a bird.
A carp is a fish.
All goldfish are carp.
If Bubbles is either an osprey or a goldfish, then Bubbles is not also a fish.",Bubbles is a goldfish.,"∀x (Fish(x) → ¬Bird(x))
∀x (Osprey(x) → Bird(x))
∀x (Carp(x) → Fish(x))
∀x (Goldfish(x) → Carp(x))
Osprey(bubbles) ⊕ Goldfish(bubbles) → ¬Fish(bubbles)",Goldfish(bubbles),False
216,"No fish are birds.
An osprey is a bird.
A carp is a fish.
All goldfish are carp.
If Bubbles is either an osprey or a goldfish, then Bubbles is not also a fish.",Bubbles is not a goldfish.,"∀x (Fish(x) → ¬Bird(x))
∀x (Osprey(x) → Bird(x))
∀x (Carp(x) → Fish(x))
∀x (Goldfish(x) → Carp(x))
Osprey(bubbles) ⊕ Goldfish(bubbles) → ¬Fish(bubbles)",-all x (Goldfish(x) & x = bubbles),True
217,"Everything in Size Town is big or small.
All big things in Size Town are heavy.
All small things in Size Town are light.
All heavy things in Size Town are still.
All light things in Size Town are unstable.
All unstable things in Size Town are changing.
All unstable things in Size Town are unpredictable.
The bird is in Size Town and it is not both heavy and still.",The bird is still.,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))
∀x (Big(x) ∧ In(x, sizeTown) → Heavy(x))
∀x (Small(x) ∧ In(x, sizeTown) → Light(x))
∀x (Heavy(x) ∧ In(x, sizeTown) → Still(x))
∀x (Light(x) ∧ In(x, sizeTown) → Unstable(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Changing(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Unpredictable(x))
In(bird, sizeTown) ∧ ¬(Heavy(bird) ∧ Still(bird))",Still(bird),Uncertain
218,"Everything in Size Town is big or small.
All big things in Size Town are heavy.
All small things in Size Town are light.
All heavy things in Size Town are still.
All light things in Size Town are unstable.
All unstable things in Size Town are changing.
All unstable things in Size Town are unpredictable.
The bird is in Size Town and it is not both heavy and still.",The bird is not still.,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))
∀x (Big(x) ∧ In(x, sizeTown) → Heavy(x))
∀x (Small(x) ∧ In(x, sizeTown) → Light(x))
∀x (Heavy(x) ∧ In(x, sizeTown) → Still(x))
∀x (Light(x) ∧ In(x, sizeTown) → Unstable(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Changing(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Unpredictable(x))
In(bird, sizeTown) ∧ ¬(Heavy(bird) ∧ Still(bird))",-Still(bird),Uncertain
219,"Everything in Size Town is big or small.
All big things in Size Town are heavy.
All small things in Size Town are light.
All heavy things in Size Town are still.
All light things in Size Town are unstable.
All unstable things in Size Town are changing.
All unstable things in Size Town are unpredictable.
The bird is in Size Town and it is not both heavy and still.",The bird is unpredictable and changing.,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))
∀x (Big(x) ∧ In(x, sizeTown) → Heavy(x))
∀x (Small(x) ∧ In(x, sizeTown) → Light(x))
∀x (Heavy(x) ∧ In(x, sizeTown) → Still(x))
∀x (Light(x) ∧ In(x, sizeTown) → Unstable(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Changing(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Unpredictable(x))
In(bird, sizeTown) ∧ ¬(Heavy(bird) ∧ Still(bird))",Unpredictable(bird) & Changing(bird),True
220,"Everything in Size Town is big or small.
All big things in Size Town are heavy.
All small things in Size Town are light.
All heavy things in Size Town are still.
All light things in Size Town are unstable.
All unstable things in Size Town are changing.
All unstable things in Size Town are unpredictable.
The bird is in Size Town and it is not both heavy and still.",The bird is unpredictable or changing.,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))
∀x (Big(x) ∧ In(x, sizeTown) → Heavy(x))
∀x (Small(x) ∧ In(x, sizeTown) → Light(x))
∀x (Heavy(x) ∧ In(x, sizeTown) → Still(x))
∀x (Light(x) ∧ In(x, sizeTown) → Unstable(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Changing(x))
∀x (Unstable(x) ∧ In(x, sizeTown) → Unpredictable(x))
In(bird, sizeTown) ∧ ¬(Heavy(bird) ∧ Still(bird))",Unpredictable(bird) | Changing(bird),True
223,"DI Ray is a police procedural television series.
DI Ray was created and written by Maya Sondhi.
DI Ray was produced by Jed Mercurio.
Maya Sondhi and Jed Mercurio are both British.",DI Ray was created by a Brit.,"TelevisionSeries(dIRay) ∧ PoliceProcedural(dIRay)
Creates(maya, dIRay) ∧ Writes(maya, dIRay)
Produces(jed, dIRay)
British(maya) ∧ British(jed)","∃x (British(x) & Creates(x,dIRay))",True
224,"DI Ray is a police procedural television series.
DI Ray was created and written by Maya Sondhi.
DI Ray was produced by Jed Mercurio.
Maya Sondhi and Jed Mercurio are both British.",Some Brit produced a television series.,"TelevisionSeries(dIRay) ∧ PoliceProcedural(dIRay)
Creates(maya, dIRay) ∧ Writes(maya, dIRay)
Produces(jed, dIRay)
British(maya) ∧ British(jed)","exists x exists y (British(x) & TelevisionSeries(y) & Produces(x,y))",True
225,"Everyone who took the bar exam can read. 
All lawyers took the bar exam. 
Everyone who took the bar exam is knowledgeable about criminal procedures. 
All people who got a score of 180 on the LSAT can read. 
No elephants can read. 
If Mike can not read or is not an elephant, then Mike either took the bar exam or can read.",Mike got 180 on the LSAT.,"∀x (Take(x, barExam) → CanRead(x))
∀x (Lawyer(x) → Take(x, barExam))
∀x (Take(x, barExam) → KnowledgeableAbout(x, criminalProceeder))
∀x (GetOn(x, scoreOf180, lSAT) → CanRead(x))
∀x (Elephant(x) → ¬CanRead(x))
¬(CanRead(mike) ∧ Elephant(mike)) → Take(mike, barExam) ⊕ CanRead(mike)","exists x (GetOn(mike,scoreOf180,lSAT))",Uncertain
226,"Everyone who took the bar exam can read. 
All lawyers took the bar exam. 
Everyone who took the bar exam is knowledgeable about criminal procedures. 
All people who got a score of 180 on the LSAT can read. 
No elephants can read. 
If Mike can not read or is not an elephant, then Mike either took the bar exam or can read.",Mike took the bar exam.,"∀x (Take(x, barExam) → CanRead(x))
∀x (Lawyer(x) → Take(x, barExam))
∀x (Take(x, barExam) → KnowledgeableAbout(x, criminalProceeder))
∀x (GetOn(x, scoreOf180, lSAT) → CanRead(x))
∀x (Elephant(x) → ¬CanRead(x))
¬(CanRead(mike) ∧ Elephant(mike)) → Take(mike, barExam) ⊕ CanRead(mike)","Take(mike,barExam)",False
227,"If a person doesn't have enough money to buy a product, then that person can't buy it.
Monitors are products.
4k monitors are more expensive than 1080 monitors and 2k monitors.
John is a person.
John doesn't have enough money to buy a 2k monitor.",John can't buy a 1080 monitor.,"∀x ∀y (Person(x) ∧ Product(y) ∧ ¬HaveEnoughMoneyFor(x, y) → ¬Buy(x, y))
∀x (Monitor(x) → Product(x))
∀x ∀y ∀z (Monitor(x) ∧ Monitor(y) ∧ Monitor(z) ∧ FourK(x) ∧ OneOEightO(y) ∧ TwoK(z) → MoreExpensive(x, y) ∧ MoreExpensive(x, z))
Person(john)
∀x (Monitor(x) ∧ TwoK(x) → ¬HaveEnoughMoneyFor(john, x))","exists x (Monitor(x) & OneOEightO(x) & -Buy(john,x))",Uncertain
229,"All artificial satellites are important scientific achievements.
Some artificial satellites are not U.S. inventions.",All important scientific achievements are U.S. inventions.,"∀x (ArtificialSatellite(x) → ImportantScientificAchievement(x))
∃x (ArtificialSatellite(x) ∧ ¬USInvention(x))",all x (ImportantScientificAchievement(x) -> USInvention(x)),False
230,"Some cats are not pets.
All cats are mammals.",Some mammals are not pets.,"∃x (Cat(x) ∧ ¬Pet(x))
∀x (Cat(x) → Mammal(x))",exists x (Mammal(x) & -Pet(x)),True
231,"No professional basketball players are soccer players.
All NBA players are professional basketball players.
All soccer defenders are soccer players.
All centerbacks are soccer defenders.
Roger Federer is either both an NBA player and a soccer defender, or neither.",Roger Federer is a soccer player.,"∀x (ProfessionalBasketballPlayer(x) → ¬ProfessionalSoccerPlayer(x))
∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
∀x (ProfessionalSoccerDefender(x) → ProfessionalSoccerPlayer(x))
∀x (ProfessionalCenterback(x) → ProfessionalSoccerDefender(x))
¬(NBAPlayer(rogerfederer) ⊕ ProfessionalSoccerDefender(rogerfederer))",ProfessionalSoccerPlayer(rogerfederer),Uncertain
232,"Some teachers who work at pools are not nice.
All teachers working at pools are pool managers.
All pool managers are lifeguards.
If someone is a lifeguard, then they work at a pool.
Mary does not work at a pool.",Mary is nice.,"∃x (Teacher(x) ∧ WorkAt(x, pool) ∧ ¬Nice(x))
∀x (Teacher(x) ∧ WorkAt(x, pool) → PoolManager(x))
∀x (PoolManager(x) → Lifeguard(x))
∀x (Lifeguard(x) → WorkAt(x, pool))
¬WorkAt(mary, pool)",Nice(mary),Uncertain
233,"Some teachers who work at pools are not nice.
All teachers working at pools are pool managers.
All pool managers are lifeguards.
If someone is a lifeguard, then they work at a pool.
Mary does not work at a pool.",Mary is not a nice teacher working at a pool.,"∃x (Teacher(x) ∧ WorkAt(x, pool) ∧ ¬Nice(x))
∀x (Teacher(x) ∧ WorkAt(x, pool) → PoolManager(x))
∀x (PoolManager(x) → Lifeguard(x))
∀x (Lifeguard(x) → WorkAt(x, pool))
¬WorkAt(mary, pool)","-(Teacher(mary) & WorkAt(mary,pool) & Nice(mary))",True
234,"Some teachers who work at pools are not nice.
All teachers working at pools are pool managers.
All pool managers are lifeguards.
If someone is a lifeguard, then they work at a pool.
Mary does not work at a pool.",Mary is is a nice teacher working at a pool.,"∃x (Teacher(x) ∧ WorkAt(x, pool) ∧ ¬Nice(x))
∀x (Teacher(x) ∧ WorkAt(x, pool) → PoolManager(x))
∀x (PoolManager(x) → Lifeguard(x))
∀x (Lifeguard(x) → WorkAt(x, pool))
¬WorkAt(mary, pool)","Teacher(mary) & WorkAt(mary,pool) & Nice(mary)",False
235,"Bernarda Bryson Shahn was a painter and lithographer.
Bernarda Bryson Shahn was born in Athens, Ohio. 
Bernarda Bryson Shahn was married to Ben Shahn.
People born in Athens, Ohio, are Americans.",Bernarda Bryson Shahn was born in Greece.,"Painter(bernardaBrysonShahn) ∧ Lithographer(bernardaBrysonShahn) 
BornIn(bernardaBrysonShahn, athensOhio)
MarriedTo(bernardaBrysonShahn, benShahn)
∀x (BornIn(x, athensOhio) → American(x))","BornIn(bernardaBrysonShahn, greece)",Uncertain
236,"Bernarda Bryson Shahn was a painter and lithographer.
Bernarda Bryson Shahn was born in Athens, Ohio. 
Bernarda Bryson Shahn was married to Ben Shahn.
People born in Athens, Ohio, are Americans.",Bernarda Bryson Shahn was American.,"Painter(bernardaBrysonShahn) ∧ Lithographer(bernardaBrysonShahn) 
BornIn(bernardaBrysonShahn, athensOhio)
MarriedTo(bernardaBrysonShahn, benShahn)
∀x (BornIn(x, athensOhio) → American(x))",American(bernardaBrysonShahn),True
238,"Everybody in Emma's family who upgrade to the newest iPhone model every year, are not saving money for a down payment on a new house.
Everybody in Emma's family who enjoy reading about tech specs and keeping up to date on the latest technology upgrade to the newest iPhone model every year.
Everybody in Emma's family is saving money for a down payment on a new house, or lives in an apartment in a big metropolitan cities.
Everybody in Emma's family live with at least one roommate, does not own any pets.
Everybody in Emma's family who owns at least one pet lives with at least one roommate.
Emily is in Emma's family.
If Emily does not both own at least one pet and lives in apartments in big metropolitan cities, then Emily either owns at least one pet and lives in an apartment in big metropolitan cities, or she neither owns a pet nor lives in an apartment in big metropolitan cities.",Emily is in Emma's family and she lives with at least one roommate.,"∀x (InEmmasFamily(x) ∧ UpgradeToEveryYear(x, newestIphoneModel) → ¬SavingMoneyForOn(x, downPayment, newHouse))
∀x (InEmmasFamily(x) ∧ EnjoyReading(x, techSpec) ∧ KeepUpdatedOn(x, latestTechnology) → UpgradeToEveryYear(x, newestIphoneModel))
∀x (InEmmasFamily(x) ∧ (SavingMoneyForOn(x, downPayment, newHouse) ∨ LiveIn(x, apartment, bigMetropolitanCity)))
∀x (InEmmasFamily(x) ∧ (∃y (LiveWith(x, y) ∧ Roommate(y))) → ¬(∃y (Own(x, y) ∧ Pet(y))))
∀x (InEmmasFamily(x) ∧ (∃y (Own(x, y) ∧ Pet(y))) → (∃y (LiveWith(x, y) ∧ Roommate(y))))
InEmmasFamily(emily)
((∃y (Own(emily, y) ∧ Roommate(y))) ∧ LiveIn(emily, apartment, bigMetropolitanCity)) → ((∃y (Own(emily, y) ∧ Pet(y))) ∧ LiveIn(emily, apartment, bigMetropolitanCity)) ⊕ ¬((∃y (Own(emily, y) ∧ Roommate(y))) ∨ LiveIn(emily, apartment, bigMetropolitanCity))","InEmmasFamily(emily) & exists y (LiveWith(emily,y) & Roommate(y))",Uncertain
239,"People on the payroll are being paid by the school.
If someone has a job at a school, then they are on the payroll.
All faculty members have a job at a school.
If someone teaches students, they are a faculty member or a teacher.
Every teacher has students.
If Nancy is a teacher, then they are on the payroll.
If Nancy is not a teacher, then they are not paid by the school.
Nancy teaches students.",Nancy is a faculty member.,"∀x (OnPayroll(x) → PaidBy(x, school))
∀x (HaveJobAt(x, school) → OnPayroll(x))
∀x (FacultyMember(x) → HaveJobAt(x, school))
∀x (Teach(x, student) → FacultyMember(x) ∨ Teacher(x))
∀x (Teacher(x) → Have(x, student))
Teacher(nancy) → OnPayroll(nancy)
¬Teacher(nancy) → ¬OnPayroll(nancy)
Teach(nancy, student)",FacultyMember(nancy),Uncertain
240,"People on the payroll are being paid by the school.
If someone has a job at a school, then they are on the payroll.
All faculty members have a job at a school.
If someone teaches students, they are a faculty member or a teacher.
Every teacher has students.
If Nancy is a teacher, then they are on the payroll.
If Nancy is not a teacher, then they are not paid by the school.
Nancy teaches students.",Nancy is paid by the school and has students.,"∀x (OnPayroll(x) → PaidBy(x, school))
∀x (HaveJobAt(x, school) → OnPayroll(x))
∀x (FacultyMember(x) → HaveJobAt(x, school))
∀x (Teach(x, student) → FacultyMember(x) ∨ Teacher(x))
∀x (Teacher(x) → Have(x, student))
Teacher(nancy) → OnPayroll(nancy)
¬Teacher(nancy) → ¬OnPayroll(nancy)
Teach(nancy, student)","PaidBy(nancy,school) & Have(nancy,student)",True
241,"Heptalogyy is a compound literary or narrative work that is made up of seven distinct works.
The Harry Potter series consists of 7 distinct works.
The Chronicles of Narnia consists of 7 distinct works.",The Harry Potter series of books is Heptalogy.,"∀x (SevenDistinctWorks(x) → Heptalogy(x))
SevenDistinctWorks(harryPotter)
SevenDistinctWorks(chroniclesOfNarnia)",Heptalogy(harryPotter),True
