id,NLpremise,NLconclusion,premise-FOL,conclusion-FOL,LLM-conclusion-FOL,label,prover9_answer
627,"If a man is taller than another man, the taller one can block the other's shooting.
Michael is a man who is taller than everyone else in his class.
If person x is taller than person y, and person y is taller than person z, then x is taller than z
Peter is a man who is taller than Michael.
Michael can block any shooting from a person as long as the person does not jump when shooting.
Michael cannot block Windy's shooting.
Every shooter who can jump when shooting is a great shooter.",Peter is shorter than a man in Michael's class.,"∀x ∀y (Man(x) ∧ Man(y) ∧ Taller(x, y) → CanBlock(x, y))
∀x (Man(x) ∧ SameClass(x, michael) ∧ ¬(x=michael) → Taller(michael, x))
∀x ∀y ∀z ((Taller(x, y) ∧ Taller(y, z)) → Taller(x, z))
Man(peter) ∧ Taller(peter, michael)
∀x (¬JumpWhenShooting(x) → CanBlock(michael, x))
¬CanBlock(michael, windy)
∀x (JumpWhenShooting(x) → GreatShooter(x))","∃x (Man(x) ∧ SameClass(x, michael) ∧ ¬Taller(peter, x))","exists x (Man(x) & InClass(x, class_of_Michael) & Taller(x, Peter))",False,Uncertain
629,"The Picuris Mountains are a mountain range in New Mexico or Texas.
Juan de Onate visited the Picuris Mountains.
The Harding Pegmatite Mine, located in the Picuris Mountains, was donated.
There are no mountain ranges in texas that have mines that have been donated.",Juan de Onate visited a mountain range in New Mexico.,"MountainRange(thePicurisMountains) ∧ (In(thePicurisMountains, newMexico) ⊕ In(thePicurisMountains, texas))
Visited(juanDeOnate, thePicurisMountains)
In(hardingPegmatiteMine, thePicurisMountains) ∧ Mine(hardingPegmatiteMine) ∧ Donated(hardingPegmatiteMine)
∀x ∀y (Mine(x) ∧ Donated(x) ∧ In(x, y) ∧ MountainRange(y) → ¬In(y, texas))","∃x (Visited(juanDeOnate, x) ∧ MountainRange(x) ∧ In(x, newMexico))","exists x (MountainRange(x) & InNewMexico(x) & Visited(JuanDeOnate, x))",True,Uncertain
633,"Plungers suck.
Vacuums suck.
Vampires suck.
Space is a vacuum.
A duster is a household appliance that doesn't suck.",Space sucks.,"∀x (Plunger(x) → Suck(x))
∀x (Vacuum(x) → Suck(x))
∀x (Vampire(x) → Suck(x))
Vacuum(space)
HouseholdAppliance(duster) ∧ ¬Suck(duster)",Suck(space),Sucks(space),True,Uncertain
644,"If George likes music, he wants to compose.
If George has access to a program, he can compose.
If George can compose and wants to compose, he will compose.","If George likes music and has access to a program, he will compose.","LikeMusic(george) → WantToCompose(george)
AccesstoProgram(george) → CanCompose(george)
(WantToCompose(george) ∧ CanCompose(george)) → WillCompose(george)",(LikeMusic(george) ∧ AccesstoProgram(george)) → WillCompose(george),"(likes(george, music) & hasAccessToProgram(george)) -> willCompose(george)",True,Uncertain
645,"A hawk never swims. 
Some birds are hawks.",All birds swim.,"∀x (Hawk(x) → ¬Swim(x))
∃x ∃y (Bird(x) ∧ Bird(y) ∧ Hawk(x) ∧ Hawk(y) ∧ ¬(x=y))",∀x (Bird(x) → Swim(x)),all x (Bird(x) -> Swims(x)),False,Uncertain
647,"New Vessel Press is a publishing house specializing in translating foreign literature into English.
All of New Vessel Press's published books are in English.
Neapolitan Chronicles is a book published by New Vessel Press.
Neapolitan Chronicles was translated from Italian.
Palace of Flies is a book published by New Vessel Press.",Neapolitan Chronicles is an English book.,"PublishingHouse(newVesselPress) ∧ SpecializesInTranslatingIntoEnglish(newVesselPress, foreignLiterature)
∀x ((Book(x) ∧ PublishedBy(x, newVesselPress)) → In(x, english))
Book(neapolitanChronicles) ∧ PublishedBy(neapolitanChronicles, newVesselPress)
TranslatedFrom(neapolitanChronicles, italian)
Book(palaceOfFlies) ∧ PublishedBy(palaceOfFlies, newVesselPress)","Book(neapolitanChronicles) ∧ In(neapolitanChronicles, english)","IsLanguage(NeapolitanChronicles, English)",True,Uncertain
649,"Heinrich Schmidt was a German politician. 
Heinrich Schmidt was also a member of the Prussian State Parliament and the Nazi Reichstag.",Some German politician was part of both the Prussian State Parliament and the Nazi Reichstag.,"German(heinrichSchmidt) ∧ Politician(heinrichSchmidt)
Member(heinrichSchmidt, prussianStateParliament) ∧ Member(heinrichSchmidt, naziReichstag)","∃x (German(x) ∧ Politician(x) ∧ Member(x, prussianStateParliament) ∧ Member(x, naziReichstag))","exists x (GermanPolitician(x) & MemberOf(x, prussianStateParliament) & MemberOf(x, naziReichstag))",True,Uncertain
654,"The summer Olympic games is a sporting event. 
The last summer Olympic games was in Tokyo.
The United States won the most medals in Tokyo.",The last summer Olympic games were not in Tokyo.,"SportingEvent(olympics)
LastSummerOlympics(tokyo)
MostMedals(unitedStates, tokyo)",¬LastSummerOlympics(tokyo),"-LocatedIn(lastSummerOlympicGames, Tokyo)",False,Uncertain
660,"Heinrich Schmidt was a German politician. 
Heinrich Schmidt was also a member of the Prussian State Parliament and the Nazi Reichstag.",No politicians are part of the Nazi Reichstag.,"German(heinrichSchmidt) ∧ Politician(heinrichSchmidt)
Member(heinrichSchmidt, prussianStateParliament) ∧ Member(heinrichSchmidt, naziReichstag)","∀x (Politician(x) → ¬Member(x, naziReichstag))","all x (Politician(x) -> -MemberOf(x, NaziReichstag))",False,Uncertain
661,"No one nice to animals is also mean to animals.
Some grumpy people are mean to animals.
All animal lovers are nice to animals.
All pet owners love animals.
Tom is a pet owner.",Tom is not both a grumpy person and mean to animals.,"∀x (NiceTo(x, animal) → ¬MeanTo(x, animal))
∃x (Grumpy(x) ∧ MeanTo(x, animal))
∀x (AnimalLover(x) → NiceTo(x, animal))
∀x (PetOwner(x) → AnimalLover(x))
PetOwner(tom)","¬(Grumpy(tom) ∧ MeanTo(tom, animal))",-(G(tom) & M(tom)),True,Uncertain
663,"Susan flies to LGA airport.
The departure and arrival can not be at the same airport.
John flies from LGA airport.",Susan flies from LGA airport.,"FlyTo(susan, lgaAirport)
∀x ∀y (FlyFrom(x, y) ⊕ FlyTo(x, y))
FlyFrom(john, lgaAirport)","FlyFrom(susan, lgaAirport)","exists z (Flies(Susan, LGA, z))",False,Uncertain
668,"If something is a deadly disease, then it comes with a low survival rate. 
Severe cancers are deadly diseases.
Bile duct cancer is a severe form cancer. 
All Cholangiocarcinoma is bile duct cancer.
Mild flu comes with a low survival rate.
Colorectal cancer is not both a bile duct cancer and with a low survival rate.","Colorectal cancer is a form of Cholangiocarcinoma and it is a kind of mild flu or a kind of bile duct cancer, or all of the above.","∀x (DeadlyDiseases(x) → ComeWith(x, lowSurvivalRate))
∀x (SevereCancer(x) → DeadlyDiseases(x))
∀x (BileDuctCancer(x) → SevereCancer(x))
∀x (Cholangiocarcinoma(x) → BileDuctCancer(x))
∀x (MildFlu(x) → ¬ComeWith(x, lowSurvivalRate)) 
¬(BileDuctCancer(colorectalCancer) ∧ ComeWith(colorectalCancer, lowSurvivalRate))",Cholangiocarcinoma(colorectalCancer) ∧ (MildFlu(colorectalCancer) ∨ BileDuctCancer(colorectalCancer)),all x (ColorectalCancer(x) -> (Cholangiocarcinoma(x) & (MildFlu(x) | BileDuctCancer(x)))),False,Uncertain
669,"Susan flies to LGA airport.
The departure and arrival can not be at the same airport.
John flies from LGA airport.",John flies to LGA airport.,"FlyTo(susan, lgaAirport)
∀x ∀y (FlyFrom(x, y) ⊕ FlyTo(x, y))
FlyFrom(john, lgaAirport)","FlyTo(john, lgaAirport)","exists d (Flies(John, d, LGA))",False,Uncertain
671,"Jane does not like any animals that bark.
All dogs are animals that bark.
Jane likes all animals that jump.
If an animal has legs, then it jumps.
If an animal is terricolous, then it has legs. 
KiKi is an animal.
If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs.",KiKi does not bark and he is not a dog.,"∀x (Animal(x) ∧ Bark(x) → ¬Like(jane, x))
∀x (Dog(x) → Animal(x) ∧ Bark(x))
∀x (Animal(x) ∧ Jump(x) → Like(jane, x))
∀x (∃y ∃z (¬(y=z) ∧ Leg(y) ∧ Leg(z) ∧ Have(x, y) ∧ Have(x, z)) → Jump(x))
∀x (Terricolous(x) → ∃y ∃z (¬(y=z) ∧ Leg(y) ∧ Leg(z) ∧ Have(x, y) ∧ Have(x, z)))
Animal(kiki)
¬Jump(kiki) ∧ ¬(∃y ∃z (¬(y=z) ∧ Leg(y) ∧ Leg(z) ∧ Have(kiki, y) ∧ Have(kiki, z))) → Terricolous(kiki) ∨ ∃y ∃z (¬(y=z) ∧ Leg(y) ∧ Leg(z) ∧ Have(kiki, y) ∧ Have(kiki, z))",¬Bark(kiki) ∧ ¬Dog(kiki),-Barks(KiKi) & -Dog(KiKi),True,Uncertain
675,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",Ailton Silva does not play for a football club.,"BornIn(ailtonSilva, year1995) ∧ CommonlyKnownAs(ailtonSilva, ailton)
FootballPlayer(ailton) ∧ LoanedTo(ailton, braga)
Brazilian(ailtonSilva) ∧ Footballplayer(ailtonSilva) ∧ PlayFor(ailtonSilva, nautico)
FootballClub(nautico) ∧ FootballClub(braga)
FootballClub(fluminense)","∀x (FootballClub(x) → ¬PlayFor(ailtonSilva, x))","-exists c (FootballClub(c) & PlaysFor(ailton_silva, c))",False,Uncertain
676,"The summer Olympic games is a sporting event. 
The last summer Olympic games was in Tokyo.
The United States won the most medals in Tokyo.",The United States won the most medals in the last summer Olympic games.,"SportingEvent(olympics)
LastSummerOlympics(tokyo)
MostMedals(unitedStates, tokyo)","∃x (LastSummerOlympics(x) ∧ MostMedals(unitedStates, x))","WonMostMedals(UnitedStates, lastSummerOlympicGames)",True,Uncertain
677,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",Ailton was not loaned out to a football club.,"BornIn(ailtonSilva, year1995) ∧ CommonlyKnownAs(ailtonSilva, ailton)
FootballPlayer(ailton) ∧ LoanedTo(ailton, braga)
Brazilian(ailtonSilva) ∧ Footballplayer(ailtonSilva) ∧ PlayFor(ailtonSilva, nautico)
FootballClub(nautico) ∧ FootballClub(braga)
FootballClub(fluminense)","∀x (FootballClub(x) → ¬LoanedTo(ailton, x))","-(exists x (IsFootballClub(x) & LoanedOutTo(AiltonSilva, x)))",False,Uncertain
678,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",No one playing for Nautico is Brazilian.,"BornIn(ailtonSilva, year1995) ∧ CommonlyKnownAs(ailtonSilva, ailton)
FootballPlayer(ailton) ∧ LoanedTo(ailton, braga)
Brazilian(ailtonSilva) ∧ Footballplayer(ailtonSilva) ∧ PlayFor(ailtonSilva, nautico)
FootballClub(nautico) ∧ FootballClub(braga)
FootballClub(fluminense)","∀x (PlayFor(x, nautico) → ¬Brazilian(x))","all x (PlaysFor(x, Nautico) -> -Brazilian(x))",False,Uncertain
681,"Machine Learning algorithms can be categorized as supervised learning, unsupervised learning, and reinforcement learning.
Unsupervised learning algorithms do not require labeled data.
The state-of-the-art text summarization model is trained with machine learning algorithms.
Reinforcement learning is not used to train the state-of-the-art text summarization model.
The Machine Learning algorithm for training text summarization models requires labeled data.",Unsupervised learning is used to train the state-of-the-art text summarization model.,"∀x (MachineLearningAlgorithm(x) → SupervisedLearningAlgorithm(x) ∨ UnsupervisedLearningAlgorithm(x) ∨ ReinforcementLearningAlgorithm(x))
∀x (UnsupervisedLearningAlgorithm(x) → ¬Require(x, labeledData))
∀x (TrainedWith(stateOfTheArtTextSummarizationModel, x) → MachineLearningAlgorithm(x))
∀x (ReinforcementLearningAlgorithm(x) → ¬TrainedWith(stateOfTheArtTextSummarizationModel, x))
∀x ((MachineLearningAlgorithm(x) ∧ TrainedWith(stateOfTheArtTextSummarizationModel, x)) → Require(x, labeledData))","∃x (UnsupervisedLearningAlgorithm(x) ∧ TrainedWith(stateOfTheArtTextSummarizationModel, x))","exists x (CategorizedAs(x, unsupervisedLearning) & UsesForTraining(x, satsm))",False,Uncertain
5,"William Dickinson was a British politician who sat in the House of Commons
William Dickinson attended Westminster school for high school and then the University of Edinburgh.
The University of Edinburgh is a university located in the United Kingdom.
William Dickinson supported the Portland Whigs.
People who supported the Portland Whigs did not get a seat in the Parliament.",William Dickinson sat in the House of Commons.,"British(williamDickinson) ∧ Politician(williamDickinson) ∧ SatIn(williamDickinson, houseOfCommons)
Attended(williamDickinson, westminsterSchool) ∧ Highschool(westminsterSchool) ∧ Attended(williamDickinson, universityOfEdinburgh)
University(universityOfEdinburgh) ∧ LocatedIn(universityOfEdinburgh, unitedKingdom)
Supported(williamDickinson, portlandWhigs)
∀x (Supported(x, portlandWhigs) → ¬SatIn(x, parliament))","SatIn(williamDickinson, houseOfCommons)",SatInHouseOfCommons(WilliamDickinson),True,Uncertain
7,"Miroslav Venhoda was a Czech choral conductor who specialized in the performance of Renaissance and Baroque music.
Any choral conductor is a musician.
Some musicians love music.
Miroslav Venhoda published a book in 1946 called Method of Studying Gregorian Chant.",No choral conductor specialized in the performance of Renaissance.,"Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ SpecializeInPerformanceOf(miroslav, renaissanceMusic) ∧ SpecializeInPerformanceOf(miroslav, baroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x ∃y ((Musician(x) → Love(x, music)) ∧ (¬(x=y) ∧ Musician(y) → Love(y, music)))
PublishedBook(miroslav, methodOfStudyingGregorianChant, yr1946)","∀x (ChoralConductor(x) → ¬SpecializeInPerformanceOf(x, renaissanceMusic))","all x (ChoralConductor(x) -> -SpecializedInPerformanceOf(x, renaissance))",False,Uncertain
8,"William Dickinson was a British politician who sat in the House of Commons
William Dickinson attended Westminster school for high school and then the University of Edinburgh.
The University of Edinburgh is a university located in the United Kingdom.
William Dickinson supported the Portland Whigs.
People who supported the Portland Whigs did not get a seat in the Parliament.",William Dickinson attended university in the United Kingdom.,"British(williamDickinson) ∧ Politician(williamDickinson) ∧ SatIn(williamDickinson, houseOfCommons)
Attended(williamDickinson, westminsterSchool) ∧ Highschool(westminsterSchool) ∧ Attended(williamDickinson, universityOfEdinburgh)
University(universityOfEdinburgh) ∧ LocatedIn(universityOfEdinburgh, unitedKingdom)
Supported(williamDickinson, portlandWhigs)
∀x (Supported(x, portlandWhigs) → ¬SatIn(x, parliament))","∃x (Attended(williamDickinson, x) ∧ University(x) ∧ LocatedIn(x, unitedKingdom))","exists u (AttendedUniversityAt(WilliamDickinson, u) & LocatedIn(u, UnitedKingdom))",True,Uncertain
9,"All customers in James' family who subscribe to AMC A-List are eligible to watch three movies every week without any additional fees. 
Some of the customers in James' family go to the cinema every week.
Customers in James' family subscribe to AMC A-List or HBO service. 
Customers in James' family who prefer TV series will not watch TV series in cinemas.
All customers in James' family who subscribe to HBO services prefer TV series to movies. 
Lily is in James' family; she watches TV series in cinemas.","If Lily does not both go to cinemas every week and subscribe to HBO service, then Lily is either available to watch 3 movies every week without any additional fees or she prefers TV more.","∀x ((Customer(x) ∧ In(x, jameSFamily) ∧ SubscribedTo(x, aMCAList)) →  EligibleForThreeFreeMoviesEveryWeekWithoutAdditionalFees(x))
∃x ∃y (Customer(x) ∧ In(x, jameSFamily) ∧ GoToEveryWeek(x, cinema) ∧ (¬(x=y)) ∧ Customer(y) ∧ In(y, jameSFamily) ∧ GoToEveryWeek(y, cinema))
∀x (Customer(x) ∧ In(x, jameSFamily) ∧ (SubscribedTo(x, aMCAList) ∨ SubscribedTo(x, hBO)))
∀x ((Customer(x) ∧ In(x, jameSFamily) ∧ Prefer(x, tVSeries)) → (¬WatchIn(x, tV, cinema)))
∀x ((Customer(x) ∧ In(x, jameSFamily) ∧  SubscribedTo(x, hBO)) → Prefer(x, tVSeries))
Customer(lily) ∧ In(lily, jameSFamily) ∧ WatchIn(lily, tV, cinema)","(GoToEveryWeek(lily, cinema) ∧ SubscribedTo(lily, hBO)) → (EligibleForThreeFreeMoviesEveryWeek(lily) ⊕ Prefer(lily, tVSeries))",((-(GoCinemaWeekly(Lily) & SubscribeHBO(Lily))) -> (Eligible3Movies(Lily) | PreferTVSeries(Lily))),True,Uncertain
10,"All people who regularly drink coffee are dependent on caffeine.
People regularly drink coffee, or they don't want to be addicted to caffeine, or both.
No one who doesn't want to be addicted to caffeine is unaware that caffeine is a drug.
Rina is either a student who is unaware that caffeine is a drug, or she is not a student and is she aware that caffeine is a drug.
Rina  is either a student who is dependent on caffeine, or she is not a student and not dependent on caffeine.",Rina doesn't want to be addicted to caffeine or is unaware that caffeine is a drug.,"∀x (DrinkRegularly(x, coffee) → IsDependentOn(x, caffeine))
∀x (DrinkRegularly(x, coffee)  ∨ (¬WantToBeAddictedTo(x, caffeine)))
∀x (¬WantToBeAddictedTo(x, caffeine) → ¬AwareThatDrug(x, caffeine))
¬(Student(rina) ⊕  ¬AwareThatDrug(rina, caffeine))
¬(IsDependentOn(rina, caffeine) ⊕ Student(rina))","¬WantToBeAddictedTo(rina, caffeine) ∨ (¬AwareThatDrug(rina, caffeine))",(-WantAddictedCaffeine(rina) | UnawareCaffeineDrug(rina)),True,Uncertain
