story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id
399,"In Love City, everyone considers physical touch or words of affirmation to be their most important love language.
If someone in Love City considers physical touch as their most important love language, then they are good with pets.
If someone in Love City is good with pets, then they are not scared of animals.
In Love City, everyone is scared of animals, or loves animals, or both.
Adam, who is in Love City, either values physical touch as his most important love language or loves animals.","∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)",Adam considers words of affirmation to be the most important love language.,"ConsidersMostImportantLoveLanguage(adam, wordOfAffirmation)",True,1091
399,"In Love City, everyone considers physical touch or words of affirmation to be their most important love language.
If someone in Love City considers physical touch as their most important love language, then they are good with pets.
If someone in Love City is good with pets, then they are not scared of animals.
In Love City, everyone is scared of animals, or loves animals, or both.
Adam, who is in Love City, either values physical touch as his most important love language or loves animals.","∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)",Adam considers physical touch as the most important love language and considers words of affirmation as the most important love language.,"ConsidersMostImportantLoveLanguage(adam, physicalTouch) ∧ ConsidersMostImportantLoveLanguage(adam, wordOfAffirmation)",False,1092
399,"In Love City, everyone considers physical touch or words of affirmation to be their most important love language.
If someone in Love City considers physical touch as their most important love language, then they are good with pets.
If someone in Love City is good with pets, then they are not scared of animals.
In Love City, everyone is scared of animals, or loves animals, or both.
Adam, who is in Love City, either values physical touch as his most important love language or loves animals.","∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)",Adam either values physical touch as an especially important love language or values words of affirmation as an especially important love language.,"ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ ConsidersMostImportantLoveLanguage(adam, wordOfAffirmation)",True,1093
399,"In Love City, everyone considers physical touch or words of affirmation to be their most important love language.
If someone in Love City considers physical touch as their most important love language, then they are good with pets.
If someone in Love City is good with pets, then they are not scared of animals.
In Love City, everyone is scared of animals, or loves animals, or both.
Adam, who is in Love City, either values physical touch as his most important love language or loves animals.","∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)","If Adam values physical touch as an especially important love language or is good with pets, then Adam values words of affirmation as an especially important love language.","(ConsidersMostImportantLoveLanguage(adam, physicalTouch, mostImportantLoveLanguage) ∨ GoodWith(x, pet)) → ConsidersMostImportantLoveLanguage(adam, wordOfAffirmation)",True,1094
444,"All birds have wings.
Animals with wings aren't reptiles.
Some animals that fly are birds.
If something is an iguana, then it is a reptile. Simeng: All iguanas are reptiles. 
John is either both an iguana and a bird, or he is neither. 
John is an animal. ","∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
∀x (Animal(x) ∧ (∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z))) → ¬Reptile(x))
∃x (Animal(x) ∧ Fly(x) ∧ Bird(x))
∀x (Iguana(x) → Reptile(x))
¬(Iguana(john) ⊕ Bird(john))
Animal(john)",John is a reptile.,Reptile(john),Uncertain,1277
444,"All birds have wings.
Animals with wings aren't reptiles.
Some animals that fly are birds.
If something is an iguana, then it is a reptile. Simeng: All iguanas are reptiles. 
John is either both an iguana and a bird, or he is neither. 
John is an animal. ","∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
∀x (Animal(x) ∧ (∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z))) → ¬Reptile(x))
∃x (Animal(x) ∧ Fly(x) ∧ Bird(x))
∀x (Iguana(x) → Reptile(x))
¬(Iguana(john) ⊕ Bird(john))
Animal(john)",John is not both an iguana and an animal that can fly.,¬(Iguana(john) ∧ Fly(john)),True,1278
444,"All birds have wings.
Animals with wings aren't reptiles.
Some animals that fly are birds.
If something is an iguana, then it is a reptile. Simeng: All iguanas are reptiles. 
John is either both an iguana and a bird, or he is neither. 
John is an animal. ","∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
∀x (Animal(x) ∧ (∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z))) → ¬Reptile(x))
∃x (Animal(x) ∧ Fly(x) ∧ Bird(x))
∀x (Iguana(x) → Reptile(x))
¬(Iguana(john) ⊕ Bird(john))
Animal(john)",John is an animal that can fly and John is a bird.,Animal(john) ∧ Fly(john) ∧ Bird(john),False,1279
30,"EndGame is a movie released in 2006.
EndGame was set in Washington.
EndGame was filmed outside of Washington.
Some movies are filmed in New York.
Andy Chang directed EndGame.
Andy Chang is from Hong Kong.","Movie(endGame) ∧ Released(endGame, yr2006)
SetIn(endGame, washington)
¬(FilmedIn(endGame, washington))
∃x∃y(FilmedIn(x, newYork) ∧ (¬(x=y)) ∧ FilmedIn(y, newYork))
Directed(andyChang, endGame)
From(andyChang, hongKong)",EndGame was filmed in New York.,"FilmedIn(endGame, newYork)",Uncertain,86
30,"EndGame is a movie released in 2006.
EndGame was set in Washington.
EndGame was filmed outside of Washington.
Some movies are filmed in New York.
Andy Chang directed EndGame.
Andy Chang is from Hong Kong.","Movie(endGame) ∧ Released(endGame, yr2006)
SetIn(endGame, washington)
¬(FilmedIn(endGame, washington))
∃x∃y(FilmedIn(x, newYork) ∧ (¬(x=y)) ∧ FilmedIn(y, newYork))
Directed(andyChang, endGame)
From(andyChang, hongKong)",EndGame was not directed by someone from Hong Kong.,"∀x (¬(Directed(x, endGame) ∧ From(x, hongKong)))",False,87
30,"EndGame is a movie released in 2006.
EndGame was set in Washington.
EndGame was filmed outside of Washington.
Some movies are filmed in New York.
Andy Chang directed EndGame.
Andy Chang is from Hong Kong.","Movie(endGame) ∧ Released(endGame, yr2006)
SetIn(endGame, washington)
¬(FilmedIn(endGame, washington))
∃x∃y(FilmedIn(x, newYork) ∧ (¬(x=y)) ∧ FilmedIn(y, newYork))
Directed(andyChang, endGame)
From(andyChang, hongKong)",All of Andy Chang's movies are filmed outside of Washington.,"∀x (Directed(andyChang, x) → ¬(FilmedIn(x, washington)))",Uncertain,88
7,"Six, seven and eight are real numbers.
If a real number equals another real number added by one, the first number is larger.
If the number x is larger than the number y, then y is not larger than x.
Seven equals six plus one.
Eight equals seven plus one.
Two is positive.
If a number is positive, then the double of it is also positive.
Eight is the double of four.
Four is the double of two.","RealNum(num6) ∧ RealNum(num7) ∧ RealNum(num8)
∀x ∀y ((RealNum(x) ∧ RealNum(y) ∧ IsSuccessorOf(x, y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
∃y(IsSuccessorOf(y, num6) ∧ Equals(num7, y))
∃y(IsSuccessorOf(y, num7) ∧ Equals(num8, y))
Positive(num2)
∀x ∀y ((Positive(x) ∧ IsDouble(y, x)) → Positive(y))
IsDouble(num8, num4)
IsDouble(num4, num2)",Eight is larger than seven.,"Larger(eight, seven)",True,17
7,"Six, seven and eight are real numbers.
If a real number equals another real number added by one, the first number is larger.
If the number x is larger than the number y, then y is not larger than x.
Seven equals six plus one.
Eight equals seven plus one.
Two is positive.
If a number is positive, then the double of it is also positive.
Eight is the double of four.
Four is the double of two.","RealNum(num6) ∧ RealNum(num7) ∧ RealNum(num8)
∀x ∀y ((RealNum(x) ∧ RealNum(y) ∧ IsSuccessorOf(x, y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
∃y(IsSuccessorOf(y, num6) ∧ Equals(num7, y))
∃y(IsSuccessorOf(y, num7) ∧ Equals(num8, y))
Positive(num2)
∀x ∀y ((Positive(x) ∧ IsDouble(y, x)) → Positive(y))
IsDouble(num8, num4)
IsDouble(num4, num2)",Eight is positive.,Positive(eight),True,18
7,"Six, seven and eight are real numbers.
If a real number equals another real number added by one, the first number is larger.
If the number x is larger than the number y, then y is not larger than x.
Seven equals six plus one.
Eight equals seven plus one.
Two is positive.
If a number is positive, then the double of it is also positive.
Eight is the double of four.
Four is the double of two.","RealNum(num6) ∧ RealNum(num7) ∧ RealNum(num8)
∀x ∀y ((RealNum(x) ∧ RealNum(y) ∧ IsSuccessorOf(x, y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
∃y(IsSuccessorOf(y, num6) ∧ Equals(num7, y))
∃y(IsSuccessorOf(y, num7) ∧ Equals(num8, y))
Positive(num2)
∀x ∀y ((Positive(x) ∧ IsDouble(y, x)) → Positive(y))
IsDouble(num8, num4)
IsDouble(num4, num2)",Six is larger than seven.,"Larger(six, seven)",False,19
293,"All dogs sleep.
Some four-legged animals are dogs.","∀x (Dog(x) → Sleep(x))
∃x ∃y (FourLegged(x) ∧ Animal(x) ∧ Dog(x) ∧ FourLegged(y) ∧ Animal(y) ∧ Dog(y) ∧ ¬(x=y))",Some four-legged animals sleep.,∃x ∃y (FourLegged(x) ∧ Animal(x) ∧ Sleeps(x) ∧ FourLegged(y) ∧ Animal(y) ∧ Sleeps(y) ∧ ¬(x=y)),True,737
475,"Everyone who is entitled to national social insurance coverage can have their medical bills partially covered. 
All PRC nationals are entitled to national social insurance coverage.
Everyone in the Franco-China diplomatic conference is either a PRC national or a French national, but not both. 
All French nationals are citizens of the European Union. 
All Spanish nationals are citizens of the European Union. 
No North Korean nationals are citizens of the European Union. 
Mei is at the Franco-China diplomatic conference. 
Either Mei is a North Korean and can have medical bills partially covered, or neither is true.","∀x (EntitledTo(x, nationalSocialInsuranceCoverage) → CanHavePartiallyCovered(x, medicalBills))
∀x (PRCNational(x) → EntitledTo(x, nationalSocialInsuranceCoverage))
∀x (In(x, francoChinaDiplomaticConference) → PRCNational(x) ⊕ FrenchNational(x))
∀x (FrenchNational(x) → CitizenOf(x, europeanUnion))
∀x (SpanishNational(x) → CitizenOf(x, europeanUnion))
∀x (NorthKoreanNational(x) → ¬CitizenOf(x, europeanUnion))
In(mei, francoChinaDiplomaticConference)
¬(NorthKoreanNational(mei) ⊕ CanHavePartiallyCovered(mei, medicalBills))",Mei is a PRC national.,PRCNational(mei),Uncertain,1378
475,"Everyone who is entitled to national social insurance coverage can have their medical bills partially covered. 
All PRC nationals are entitled to national social insurance coverage.
Everyone in the Franco-China diplomatic conference is either a PRC national or a French national, but not both. 
All French nationals are citizens of the European Union. 
All Spanish nationals are citizens of the European Union. 
No North Korean nationals are citizens of the European Union. 
Mei is at the Franco-China diplomatic conference. 
Either Mei is a North Korean and can have medical bills partially covered, or neither is true.","∀x (EntitledTo(x, nationalSocialInsuranceCoverage) → CanHavePartiallyCovered(x, medicalBills))
∀x (PRCNational(x) → EntitledTo(x, nationalSocialInsuranceCoverage))
∀x (In(x, francoChinaDiplomaticConference) → PRCNational(x) ⊕ FrenchNational(x))
∀x (FrenchNational(x) → CitizenOf(x, europeanUnion))
∀x (SpanishNational(x) → CitizenOf(x, europeanUnion))
∀x (NorthKoreanNational(x) → ¬CitizenOf(x, europeanUnion))
In(mei, francoChinaDiplomaticConference)
¬(NorthKoreanNational(mei) ⊕ CanHavePartiallyCovered(mei, medicalBills))",Mei is not a PRC national.,¬PRCNational(mei),Uncertain,1379
475,"Everyone who is entitled to national social insurance coverage can have their medical bills partially covered. 
All PRC nationals are entitled to national social insurance coverage.
Everyone in the Franco-China diplomatic conference is either a PRC national or a French national, but not both. 
All French nationals are citizens of the European Union. 
All Spanish nationals are citizens of the European Union. 
No North Korean nationals are citizens of the European Union. 
Mei is at the Franco-China diplomatic conference. 
Either Mei is a North Korean and can have medical bills partially covered, or neither is true.","∀x (EntitledTo(x, nationalSocialInsuranceCoverage) → CanHavePartiallyCovered(x, medicalBills))
∀x (PRCNational(x) → EntitledTo(x, nationalSocialInsuranceCoverage))
∀x (In(x, francoChinaDiplomaticConference) → PRCNational(x) ⊕ FrenchNational(x))
∀x (FrenchNational(x) → CitizenOf(x, europeanUnion))
∀x (SpanishNational(x) → CitizenOf(x, europeanUnion))
∀x (NorthKoreanNational(x) → ¬CitizenOf(x, europeanUnion))
In(mei, francoChinaDiplomaticConference)
¬(NorthKoreanNational(mei) ⊕ CanHavePartiallyCovered(mei, medicalBills))","If Mei is either a North Korean or a Spanish national, then Mei is either both a French national and a citizen of the European Union, or neither a French national nor a citizen of the European Union.",NorthKoreanNational(mei) ⊕ SpanishNational(mei) → ¬(FrenchNational(mei) ⊕ European(mei)),True,1380
